branch_name	last_commit_date	sha	upstream	merged_into_main	category	initial_recommendation
feat/prbg-real-evidence-priority	2026-02-28	af2bc59d	none	no	feat	INITIAL
feat/prbg-sample-fallback	2026-02-28	7da9f49c	none	no	feat	INITIAL
feat/prbh-execution-events-wiring	2026-02-24	0ef64c99	none	no	feat	INITIAL
feat/prbi-live-pilot-scorecard	2026-02-24	86de409e	none	no	feat	INITIAL
feat/prbj-heartbeat-exec-events	2026-03-03	83d964d2	none	no	feat	INITIAL
feat/prbj-testnet-exec-events-artifact	2026-02-28	cc417ecf	none	no	feat	INITIAL
feat/prbj-timeout-raise	2026-03-01	2d3abc05	origin/feat/prbj-timeout-raise	no	feat	INITIAL
feat/prbk-prbg-consume-prbj-artifact	2026-02-28	03c50c18	none	no	feat	INITIAL
feat/prbn-live-pilot-kickoff-runbook	2026-03-03	2f7407c6	origin/feat/prbn-live-pilot-kickoff-runbook	no	feat	INITIAL
feat/prcc-aws-export-smoke	2026-03-01	73fa0125	origin/feat/prcc-aws-export-smoke	no	feat	INITIAL
feat/prcd-aws-export-write-smoke	2026-03-01	d1a9dbef	origin/feat/prcd-aws-export-write-smoke	no	feat	INITIAL
feat/prj-evidence-pack-pathfix	2026-02-20	e95e190d	none	no	feat	INITIAL
feat/prj-finalize-schedule	2026-02-20	46625dd1	none	no	feat	INITIAL
feat/prj-schedule-proof-cron5	2026-02-20	9d8f38db	none	no	feat	INITIAL
feat/prk-badge-lines-assert	2026-02-23	21519c2c	origin/feat/prk-badge-lines-assert	no	feat	INITIAL
feat/prk-gh-token-and-filename	2026-02-22	1dbdcf64	origin/feat/prk-gh-token-and-filename	no	feat	INITIAL
feat/prk-mock-profiles	2026-02-24	f4f990b6	origin/feat/prk-mock-profiles	no	feat	INITIAL
feat/prk-stable-runs-endpoint	2026-02-20	d1f5a6d6	origin/feat/prk-stable-runs-endpoint	no	feat	INITIAL
feat/prk-status-report	2026-02-20	9dd87773	origin/feat/prk-status-report	no	feat	INITIAL
feat/prk-workflow-lookup-pagination	2026-02-20	11de8314	origin/feat/prk-workflow-lookup-pagination	no	feat	INITIAL
feat/prl-closeout-index-registry	2026-02-22	b86f85ac	origin/feat/prl-closeout-index-registry	no	feat	INITIAL
feat/prm-prk-selftest	2026-02-22	287b18bb	origin/feat/prm-prk-selftest	no	feat	INITIAL
feat/prn-prk-retry-backoff	2026-02-22	8aad1e4d	origin/feat/prn-prk-retry-backoff	no	feat	INITIAL
feat/pro-prk-nightly-selfcheck	2026-02-22	6c0fb211	origin/feat/pro-prk-nightly-selfcheck	no	feat	INITIAL
feat/proposer-runtime-resolution-v1	2026-03-07	2019b934	origin/feat/proposer-runtime-resolution-v1	no	feat	INITIAL
feat/provider-model-binding-spec-v1	2026-03-07	745e7382	origin/feat/provider-model-binding-spec-v1	no	feat	INITIAL
feat/prp-prj-status-schema	2026-02-22	61763c18	none	no	feat	INITIAL
feat/prq-required-checks-on-workflows	2026-02-22	60e952a5	none	no	feat	INITIAL
feat/prr-prj-status-staleness	2026-02-22	a986aa2d	none	no	feat	INITIAL
feat/prs-prk-health-summary	2026-02-22	bf9c33ce	none	no	feat	INITIAL
feat/pru-required-checks-drift-detector	2026-02-22	d5d2264b	none	no	feat	INITIAL
feat/prw-drift-detector-branch-protection	2026-02-23	796e2237	none	no	feat	INITIAL
feat/prx-ops-status-cli	2026-02-22	6926879e	origin/feat/prx-ops-status-cli	no	feat	INITIAL
feat/pry-ci-trigger-tool	2026-02-23	be0a1a37	none	no	feat	INITIAL
feat/recover-launchagent-wrappers	2026-03-05	cffaecd4	origin/feat/recover-launchagent-wrappers	no	feat	INITIAL
feat/rename-dashboard-metrics-to-txt	2026-02-23	458414b6	origin/feat/rename-dashboard-metrics-to-txt	no	feat	INITIAL
feat/reporting-generator-d2-d3	2026-01-20	a7e3f1f5	none	no	feat	INITIAL
feat/research-cli-evidence-chain	2026-02-03	4fb4ef7c	none	no	feat	INITIAL
feat/runtime-unknown-resolution-v1	2026-03-07	c6f3cadc	origin/feat/runtime-unknown-resolution-v1	no	feat	INITIAL
feat/salvage-fix-p76-result-path-in-ticks	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-manual-p101-workbook-checklists-stop-playbook-v1	2026-03-05	81d19618	origin/feat/salvage-manual-p101-workbook-checklists-stop-playbook-v1	no	salvage	INITIAL
feat/salvage-manual-p118-sha256sums-no-xargs-v1	2026-03-05	bdf38800	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-manual-p128-execution-networked-transport-stub-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-manual-p22-roadmap-runbook-merge	2026-03-05	229a6234	none	no	salvage	INITIAL
feat/salvage-manual-p54-switch-layer-routing-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-manual-p80-supervisor-stop-idempotent-v1	2026-03-05	bdf38800	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-manual-p81-supervisor-service-hardening-v1	2026-03-05	bdf38800	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-manual-p98-ops-loop-orchestrator-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-ops-launchd-supervisor-subcommands-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-ops_pr-drill-20260211T070830Z	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p101-workbook-checklists-stop-playbook-v	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p102-launchd-templates-p93-p94-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p105-exchange-execution-research-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p105-exchange-shortlist-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p105-readme-pointer-pin-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p111-execution-adapter-selector-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p118-sha256sums-no-xargs-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p122-execution-runbook-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p123-execution-networked-onramp-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p124-execution-networked-entry-contract-	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p126-execution-networked-transport-stub-	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p127-networked-provider-adapter-stub-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p128-execution-networked-transport-stub-	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p13-kickoff	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p130-networked-allowlist-stub-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p132-networked-transport-allow-handshake	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p22-roadmap-runbook-merge	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p27-execution-integration-v2	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p28-backtest-loop-positions-cash-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p29-accounting-v2-avgcost-realizedpnl	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p33-report-artifacts-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p51-ai-layer-guardrails-audit-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p54-switch-layer-routing-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p64-online-readiness-runner-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p65-online-readiness-loop-runner-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p66-online-readiness-operator-entrypoint	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p75-p72-env-contract-tests-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p80-supervisor-stop-idempotent-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p81-supervisor-service-hardening-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p87-supervisor-plus-ingest-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p88-launchd-supervisor-smoke-script-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p92-audit-snapshot-runner-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p94-p93-status-dashboard-retention-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p97-p96-dry-run-sandbox-smoke	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p98-ops-loop-orchestrator-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p99-guarded-plist-workingdir-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-p99-launchd-hard-guardrails-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-pr-ops-v1-closeout-ff-fix	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/salvage-pr-trigger-triage-v1	2026-03-05	58132aa7	none	yes	salvage	SAFE_DELETE_LOCAL_MERGED
feat/scheduled-shadow-paper-features-smoke-prj	2026-02-20	0d844145	none	no	feat	INITIAL
feat/security-treasury-separation-v1	2026-03-06	88ec54ac	none	no	feat	INITIAL
feat/shadow-phase1-infra	2025-12-25	bbb1758f	none	no	feat	INITIAL
feat/shadow-phase2-tick-ohlcv-quality	2025-12-27	d365ca8b	none	no	feat	INITIAL
feat/shadow-soak-audit	2026-02-16	922d4700	origin/feat/shadow-soak-audit	no	feat	INITIAL
feat/strategy-layer-vnext-runner	2025-12-23	4d913dbf	none	no	feat	INITIAL
feat/switch-gate-hysteresis-prc	2026-02-20	d9a339d0	none	no	feat	INITIAL
feat/techdebt-d-downcast-fillna-filter-removal	2026-01-28	4f3fd930	origin/feat/techdebt-d-downcast-fillna-filter-removal	no	feat	INITIAL
feat/testnet-emit-exec-events	2026-02-25	70f04397	origin/feat/testnet-emit-exec-events	no	feat	INITIAL
feat/testnet-execution-events-wiring	2026-02-24	65154a2d	origin/feat/testnet-execution-events-wiring	no	feat	INITIAL
feat/testnet-launch-and-exec-evidence-real	2026-02-24	7e1d339d	none	no	feat	INITIAL
feat/truth-rollout-v1	2026-03-07	24adebf8	origin/feat/truth-rollout-v1	no	feat	INITIAL
feat/wave5-bridge-into-aggregator	2026-02-27	aab02dd0	none	no	feat	INITIAL
feat/wave5-gap-audit-docs	2026-02-27	b8428106	none	no	feat	INITIAL
feat/webui-ops-cockpit-v2-1-truth-ux	2026-03-08	e5e34aa2	origin/feat/webui-ops-cockpit-v2-1-truth-ux	no	feat	INITIAL
feat/webui-ops-cockpit-v2-2-status-priority	2026-03-07	4940b1b2	none	yes	feat	SAFE_DELETE_LOCAL_MERGED
fix/aiops-ledger-export-run-id	2026-02-13	bfa93480	origin/fix/aiops-ledger-export-run-id	no	fix	INITIAL
fix/aiops-ledger-trend-seed-pattern	2026-02-13	fda3e910	origin/fix/aiops-ledger-trend-seed-pattern	no	fix	INITIAL
fix/aiops-trend-seed-use-l4-critic-v2	2026-02-05	2f2e138b	none	no	fix	INITIAL
fix/aiops-trendledger-mkdir-output	2026-02-13	75aef179	origin/fix/aiops-trendledger-mkdir-output	no	fix	INITIAL
fix/grafana-operator-unified-default-ds	2026-02-10	941fa904	none	no	fix	INITIAL
fix/grafana-signals-orders-datasource-pin	2026-02-12	9ba97abb	origin/fix/grafana-signals-orders-datasource-pin	no	fix	INITIAL
fix/infostream-durable-sink	2026-02-07	e32caafc	none	no	fix	INITIAL
fix/merge-status-dashboard-next-actions	2026-02-05	25bd232b	origin/fix/merge-status-dashboard-next-actions	no	fix	INITIAL
fix/obs-grafana-verify-v2-multiprom	2026-02-12	e6603fc2	origin/fix/obs-grafana-verify-v2-multiprom	no	fix	INITIAL
fix/obs-shadow-verify-prom-query-hardening	2026-01-23	a6a9a0ab	none	no	fix	INITIAL
fix/p71-add-missing-init-and-tests	2026-02-16	508f4ae2	none	no	fix	INITIAL
fix/p71-remove-iterations-plumbing	2026-02-16	76c7ee01	none	no	fix	INITIAL
fix/phase-s-add-done-marker	2026-02-18	2afb7366	none	no	fix	INITIAL
fix/phase-w1-job-if-secrets-422	2026-02-19	4cfd285f	none	no	fix	INITIAL
fix/phase-w1-workflow-dispatch-recognition	2026-02-19	6b9bd7eb	origin/fix/phase-w1-workflow-dispatch-recognition	no	fix	INITIAL
fix/phase-w3-pr-skip-when-secrets-missing	2026-02-19	9d18b931	none	no	fix	INITIAL
fix/phase-w5-ci-seed-pack-if-missing	2026-02-19	3d78ab09	none	no	fix	INITIAL
fix/pr1722-trigger-diagnostics	2026-03-09	cb13fbaf	none	no	fix	INITIAL
fix/prbj-install-deps	2026-03-01	c07e9916	none	no	fix	INITIAL
fix/prk-badge-validate-grep	2026-02-23	22212ae5	origin/fix/prk-badge-validate-grep	no	fix	INITIAL
fix/prometheus-local-scrape-config-recovery	2026-03-08	7b98a263	none	no	fix	INITIAL
fix/requirements-sync-clean	2025-12-27	327b3777	none	no	fix	INITIAL
fix/scheduled-workflow-actions-write	2026-02-19	a248e5cd	none	no	fix	INITIAL
fix/untrack-out-ops-scratch	2026-02-18	ec1e13e5	none	yes	fix	SAFE_DELETE_LOCAL_MERGED
fix/untrack-out-ops-scratch-v2	2026-02-18	9add36bd	none	no	fix	INITIAL
fix/weekly-core-audit-permissions	2026-02-18	12b0a041	none	no	fix	INITIAL
focused-hofstadter	2025-12-13	27faa2ca	none	no	cursor_name	INITIAL
gifted-spence-765a	2025-12-16	4448bb83	none	no	other	INITIAL
gifted-yonath	2025-12-12	40fc9afc	none	no	cursor_name	INITIAL
goofy-ellis	2025-12-13	93407d71	none	no	cursor_name	INITIAL
goofy-jemison	2025-12-15	42129192	none	no	cursor_name	INITIAL
governance/add-l3-capability-scope	2026-02-06	ad5b33a0	none	no	governance	INITIAL
gracious-ellis	2025-12-15	42129192	none	no	cursor_name	INITIAL
happy-tereshkova	2025-12-16	21c92ffe	none	no	cursor_name	INITIAL
heuristic-nash	2025-12-17	11f108cf	none	no	cursor_name	INITIAL
hotfix/policy-critic-ci-gate	2025-12-12	ef43c8e2	origin/main	no	other	INITIAL
inspiring-yonath	2025-12-15	42129192	none	no	cursor_name	INITIAL
intelligent-chandrasekhar	2025-12-17	11f108cf	none	no	cursor_name	INITIAL
interesting-turing	2025-12-18	c295ee60	none	no	cursor_name	INITIAL
jolly-rubin	2025-12-18	c295ee60	none	no	cursor_name	INITIAL
keen-gates	2025-12-10	4a39f18a	none	no	cursor_name	INITIAL
kind-mcclintock	2025-12-12	86b7c46d	none	no	cursor_name	INITIAL
magical-germain	2025-12-18	c295ee60	none	no	cursor_name	INITIAL
main	2026-03-10	d2b81d58	origin/main	yes	main	INITIAL
naughty-germain	2025-12-15	e3baf353	none	no	cursor_name	INITIAL
nice-panini	2025-12-12	3a6bee28	none	no	cursor_name	INITIAL
nifty-black	2025-12-16	7b5b54e4	none	no	cursor_name	INITIAL
nostalgic-bohr	2025-12-16	51917393	none	no	cursor_name	INITIAL
objective-jemison	2025-12-16	771b65d5	none	no	cursor_name	INITIAL
obs/grafana-ds-fix-v1-20260125T003136Z	2026-02-12	3879d3fb	origin/obs/grafana-ds-fix-v1-20260125T003136Z	no	obs	INITIAL
obs/grafana-verify-token-auth	2026-01-27	d67d2493	origin/obs/grafana-verify-token-auth	no	obs	INITIAL
ops/ai-live-exporter-venv	2026-02-06	58526c82	none	no	ops	INITIAL
ops/ci-pr-gate-sanity-script	2026-02-07	908088bc	origin/ops/ci-pr-gate-sanity-script	no	ops	INITIAL
ops/cmes-evidence-sidecar-verify	2026-02-08	54d89878	none	no	ops	INITIAL
ops/compose-resolver-obse-ailive	2026-02-06	d680ac9b	none	no	ops	INITIAL
ops/cursor-ma-archive-tracked	2026-02-07	f5233a8e	none	no	ops	INITIAL
ops/cursor-ma-oneblock-helper	2026-02-19	2d820e6e	none	no	ops	INITIAL
ops/fix-merge-status-dashboard-markers	2026-02-03	3156856c	none	no	ops	INITIAL
ops/grafana-ds-fix-gate-20260125T013427Z	2026-01-25	8cac5dc0	none	no	ops	INITIAL
ops/local-main-safety-20260103_194148	2026-01-03	c5ec77f4	none	no	ops	INITIAL
ops/ma-cli-ux	2026-02-07	d7888d3f	none	no	ops	INITIAL
ops/merge-status-dashboard	2026-02-03	eaabc793	none	no	ops	INITIAL
ops/phase-h-todo-index	2026-02-12	1108e697	origin/ops/phase-h-todo-index	no	ops	INITIAL
ops/runbook-prom-9094-9095	2026-02-06	36c66c43	none	no	ops	INITIAL
ops/unified-dashboard-shadow-pin-generator	2026-02-06	eff22ec8	none	no	ops	INITIAL
peaceful-darwin	2025-12-15	42129192	none	no	cursor_name	INITIAL
peaceful-mahavira	2025-12-15	42129192	none	no	cursor_name	INITIAL
peaceful-roentgen	2025-12-15	42129192	none	no	cursor_name	INITIAL
pr-01-status-evidence-contract	2026-02-02	abf33ba4	none	no	other	INITIAL
pr-02-kill-switch-enforcement	2026-02-02	7fe2a5a7	none	no	other	INITIAL
pr-03-escalation-providers	2026-02-02	7fe2a5a7	none	no	other	INITIAL
pr-03b-pagerduty-http-guarded	2026-02-02	36e30b90	none	no	other	INITIAL
pr-05-port-collision-9111	2026-02-02	b3438f48	none	no	other	INITIAL
pr-179	2025-12-20	18da7986	none	no	other	INITIAL
pr-256	2025-12-23	e6d5d1db	none	no	other	INITIAL
practical-murdock	2025-12-15	09472d6d	none	no	cursor_name	INITIAL
recover/fix-p76-result-path-in-ticks	2026-02-16	faef7e10	none	no	recover	INITIAL
recover/ops-launchd-supervisor-subcommands-v1	2026-02-16	257a2dc1	none	no	recover	INITIAL
recover/ops_pr-drill-20260211T070830Z	2026-02-11	62d28af0	none	no	recover	INITIAL
recover/p101-workbook-checklists-stop-playbook-v1	2026-03-05	19c84a58	none	no	recover	INITIAL
recover/p102-launchd-templates-p93-p94-v1	2026-02-16	c021c6f3	none	no	recover	INITIAL
recover/p105-exchange-execution-research-v1	2026-02-16	bc58deb8	none	no	recover	INITIAL
recover/p105-exchange-shortlist-v1	2026-02-16	a719ebf3	none	no	recover	INITIAL
recover/p105-readme-pointer-pin-v1	2026-02-17	00437663	none	no	recover	INITIAL
recover/p111-execution-adapter-selector-v1	2026-02-17	7353399a	none	no	recover	INITIAL
recover/p118-sha256sums-no-xargs-v1	2026-03-05	bdf38800	none	yes	recover	SAFE_DELETE_LOCAL_MERGED
recover/p122-execution-runbook-v1	2026-02-17	c571ec68	none	no	recover	INITIAL
recover/p123-execution-networked-onramp-v1	2026-02-17	f578ebbd	none	no	recover	INITIAL
recover/p124-execution-networked-entry-contract-v1	2026-02-17	5f0cfb75	none	no	recover	INITIAL
recover/p126-execution-networked-transport-stub-v1	2026-02-17	9aa34be1	none	no	recover	INITIAL
recover/p127-networked-provider-adapter-stub-v1	2026-02-17	3f15b7f0	none	no	recover	INITIAL
recover/p128-execution-networked-transport-stub-v1	2026-03-05	58132aa7	none	yes	recover	SAFE_DELETE_LOCAL_MERGED
recover/p13-kickoff	2026-02-11	a8def44d	none	no	recover	INITIAL
recover/p130-networked-allowlist-stub-v1	2026-02-17	4ddd525e	none	no	recover	INITIAL
recover/p132-networked-transport-allow-handshake-v1	2026-02-17	83de8bef	none	no	recover	INITIAL
recover/p22-roadmap-runbook-merge	2026-03-05	e9199803	none	no	recover	INITIAL
recover/p27-execution-integration-v2	2026-02-12	bb5ebfe7	none	no	recover	INITIAL
recover/p28-backtest-loop-positions-cash-v1	2026-02-12	3500ed87	none	no	recover	INITIAL
recover/p29-accounting-v2-avgcost-realizedpnl	2026-02-12	bd75264d	none	no	recover	INITIAL
recover/p33-report-artifacts-v1	2026-02-13	421f2e47	none	no	recover	INITIAL
recover/p51-ai-layer-guardrails-audit-v1	2026-02-15	c46d211b	none	no	recover	INITIAL
recover/p54-switch-layer-routing-v1	2026-03-05	58132aa7	none	yes	recover	SAFE_DELETE_LOCAL_MERGED
recover/p64-online-readiness-runner-v1	2026-02-15	072a9b34	none	no	recover	INITIAL
recover/p65-online-readiness-loop-runner-v1	2026-02-15	4a42636a	none	no	recover	INITIAL
recover/p66-online-readiness-operator-entrypoint-v1	2026-02-15	dafa0917	none	no	recover	INITIAL
recover/p75-p72-env-contract-tests-v1	2026-02-16	5c478bec	none	no	recover	INITIAL
recover/p80-supervisor-stop-idempotent-v1	2026-03-05	5e02064b	none	no	recover	INITIAL
recover/p81-supervisor-service-hardening-v1	2026-03-05	bdf38800	none	yes	recover	SAFE_DELETE_LOCAL_MERGED
recover/p87-supervisor-plus-ingest-v1	2026-02-16	9f28a986	none	no	recover	INITIAL
recover/p88-launchd-supervisor-smoke-script-v1	2026-02-16	044ba666	none	no	recover	INITIAL
recover/p92-audit-snapshot-runner-v1	2026-02-16	db293be0	none	no	recover	INITIAL
recover/p94-p93-status-dashboard-retention-v1	2026-02-16	aa69dab9	none	no	recover	INITIAL
recover/p97-p96-dry-run-sandbox-smoke	2026-02-16	a5fae6ca	none	no	recover	INITIAL
recover/p98-ops-loop-orchestrator-v1	2026-03-05	58132aa7	none	yes	recover	SAFE_DELETE_LOCAL_MERGED
recover/p99-guarded-plist-workingdir-v1	2026-02-16	167179e0	none	no	recover	INITIAL
recover/p99-launchd-hard-guardrails-v1	2026-03-05	ee143f54	none	no	recover	INITIAL
recover/pr-ops-v1-closeout-ff-fix	2026-02-13	7e25f947	none	no	recover	INITIAL
recover/pr-trigger-triage-v1	2026-02-15	2eee923d	none	no	recover	INITIAL
recover/stash-2	2026-01-27	d629cd66	none	no	recover	INITIAL
recover/stash-3	2026-01-24	7925bd7a	none	no	recover	INITIAL
relaxed-swirles	2025-12-18	c295ee60	none	no	cursor_name	INITIAL
restore/pr__observability-compose-only-from-bundle	2026-01-16	0f9db2dc	none	no	restore	INITIAL
reverent-varahamihira	2025-12-16	f28ae8e8	none	no	cursor_name	INITIAL
romantic-pare	2025-12-15	42129192	none	no	cursor_name	INITIAL
serene-buck	2025-12-16	c0fc404f	none	no	cursor_name	INITIAL
silly-moore	2025-12-15	62e06d05	none	no	cursor_name	INITIAL
stoic-ramanujan	2025-12-12	4fcb11a1	none	no	cursor_name	INITIAL
tender-elion	2025-12-12	81fbe7f6	none	no	cursor_name	INITIAL
test/ci-gate-block-trigger	2025-12-12	a9a5d65c	none	no	other	INITIAL
tmp/docs-runbook-to-finish-clean	2026-01-21	b1da3361	origin/main	no	tmp	INITIAL
tmp/stack-test	2026-01-28	9ecbb4f5	origin/feat/slice2-ledger-legacy-plumbing	no	tmp	INITIAL
vigorous-cray	2025-12-15	42129192	none	no	cursor_name	INITIAL
wip/local-uncommitted-20260128	2026-01-28	76b611bc	none	no	wip	INITIAL
wip/local-unrelated-20260127-205436	2026-01-27	d629cd66	none	no	wip	INITIAL
wip/pausepoint-branch-cleanup-recovery-20260124T133039Z	2026-01-24	dbf382f0	origin/wip/pausepoint-branch-cleanup-recovery-20260124T133039Z	no	wip	INITIAL
wip/restore-stash-after-pr432	2025-12-29	130d2894	none	no	wip	INITIAL
wip/restore-stash-operator-pack	2025-12-12	3a6bee28	none	no	wip	INITIAL
wip/salvage-code-tests-untracked-20251224_082521	2025-12-24	de6b3f70	none	no	salvage	INITIAL
wip/salvage-dirty-main-20260118	2026-01-18	1f654db3	none	no	salvage	INITIAL
wip/untracked-salvage-20251224_081737	2025-12-24	60ed5677	none	no	salvage	INITIAL
wonderful-gagarin	2025-12-12	cc106984	none	no	cursor_name	INITIAL
